Token,POS
lede,NSM
weet,VTHOO
",",ZM
het,VUOT
ons,PEMP
oor,SVS
die,LB
afgelope,ASA
paar,THAO
jaar,NSE
verskeie,ASA
programme,NSM
ter,SVS
verbetering,NSE
van,SVS
passasiersvervoer,NM
ontwikkel,VTHOG
en,KN
in,SVS
werking,NA
begin,VTUOA
stel,VTHOG
.,ZE
,
die,LB
behuisingsprogram,NSE
te,UPI
versterk,VTHOG
,
inbetaling,NSE
in,SVS
die,LB
bank-,RWD
of,KN
bougenootskaprekening,NSE
wat,PB
deur,SVS
die,LB
betrokke,ASA
persoon,NSE
verstrek,VTHOG
is,VVUOP
,
watter,PV
uitgawes,NSM
mag,VTUOM
geëis,VVHOG
word,VTUOP
?,ZE
,
die,LB
aard,NA
van,SVS
die,LB
soort,NSE
aansoek,NSE
,
ons,PEMP
moet,VTUOM
hierdie,PA
groot,ASA
prestasie,NSE
inderdaad,BS
vier,VTHOG
.,ZE
,
dit,PDOENP
verskaf,VTHOG
my,PEEDP
plesier,NA
om,SVS
verslag,NSE
te,UPI
doen,VTHOG
dat,KO
die,LB
regering,NSE
steeds,BS
hard,BS
bly,VTUOA
werk,VTHOO
om,SVS
te,UPI
sorg,VTHOG
dat,KO
die,LB
doelstellings,NSM
van,SVS
die,LB
nasie,NSE
bereik,VTHOG
word,VTUOP
.,ZE
,
as,KO
'n,LO
uitvoerpermit,NSE
vir,SVS
die,LB
perlemoenspesie,NSE
aan,SVS
jou,PTEDP
uitgereik,VVHOG
is,VVUOP
",",ZM
moet,VTUOM
jy,PTENP
ook,BS
vir,SVS
elke,PO
besending,NSE
perlemoen,NM
'n,LO
cites-sertifikaat,NSE
hê,VTHOG
.,ZE
,
in,SVS
ons,PEMB
eie,ASA
land,NSE
sal,VTUOM
ons,PEMP
al,THAO
hierdie,PA
dinge,NSM
doen,VTHOG
as,KO
deel,NSE
van,SVS
die,LB
proses,NSE
om,SVS
ons,PEMB
samelewing,NSE
op,SVS
'n,LO
pad,NSE
van,SVS
hoër,AVA
groei,NA
en,KN
ontwikkeling,NA
te,UPI
plaas,VTHOG
.,ZE
,
deelname,NA
aan,SVS
'n,LO
misdaadsindikaat,NSE
,
dit,PDOENP
kan,VTUOM
die,LB
volgende,NA
insluit,VTHSG
",",ZM
maar,KN
word,VTUOP
nie,BS
daardeur,PB
beperk,VTHOG
nie,UPO
:,ZM
,
hierdie,PA
kommentaar,NSE
sal,VTUOM
ouers,NSM
",",ZM
leerders,NSM
en,KN
ander,ASA
opvoeders,NSM
in,SVS
staat,NSE
stel,VTHOO
om,SVS
te,UPI
begryp,VTHOG
watter,PB
ondersteuning,NA
die,LB
leerder,NSE
benodig,VTHOG
.,ZE
,
dra,VTHOG
nie,BS
'n,LO
uniform,NSE
nie,UPO
;,ZM
en,KN
,
(,ZPL
kry,VTHOG
meer,THAO
inligting,NM
oor,SVS
cites,RK
by,SVS
http://www.cites.org,NEE
),ZPR
.,ZE
,
ek,PEENP
wil,VTUOM
weereens,BS
die,LB
springbokke,NSE
bedank,VTHOG
wat,PB
die,LB
aanvoorwerk,NA
gedoen,VVHOG
het,VUOT
toe,PB
hulle,PDMP
die,LB
rugbywêreldbeker,NSE
verlede,ASA
jaar,NSE
gewen,VVHOG
het,VUOT
.,ZE
,
klas,NSE
iii-klagte,NSE
:,ZM
'n,LO
klagte,NSE
wat,PB
beweer,VTHOG
dat,KO
'n,LO
polisiebeampte,NSE
of,KN
polisiebeamptes,NSM
'n,LO
oortreding,NSE
begaan,VTHOG
het,VUOT
wat,PB
gelei,VVHOO
het,VUOT
tot,SVS
liggaamlike,ASA
beserings,NSM
wat,PB
so,BS
ernstig,ASP
was,VVHOK
dat,KO
dit,PDOENP
hospitaalbehandeling,NA
vereis,VTHOG
het,VUOT
.,ZE
,
gee,VTHOG
besonderhede,NSM
oor,SVS
bedrae,NSM
wat,PB
jy,PTENP
betaal,VTHOG
of,KN
gekrediteer,VVHOG
het,VUOT
met,SVS
betrekking,NA
tot,SVS
:,ZM
,
'n,LO
beskrywing,NSE
van,SVS
die,LB
goedere,NSM
wat,PB
in,SVS
die,LB
kortingspakhuis,NSE
geberg,VVHOG
sal,VTUOM
word,VTUOP
,
jou,PTEB
identiteitsdokument,NSE
(,ZPL
id,RL
),ZPR
en,KN
jou,PTEB
maatskappy,NSE
",",ZM
beslote,ASA
korporasie,NSE
of,KN
trust,NSE
se,UPS
registrasiedokumente,NSM
,
die,LB
daarstelling,NA
van,SVS
die,LB
nodige,ASA
kapasiteit,NSE
vir,SVS
verbeterde,ASA
dienslewering,NA
en,KN
beter,AVA
integrasie,NA
met,SVS
en,KN
tussen,SVS
die,LB
regeringsfere,NSM
",",ZM
insluitend,SVS
nasionale,ASA
strategiese,ASA
beplanning,NA
,
tweede,TRAB
addisionele,ASA
taal,NSE
.,ZE
,
wanneer,PB
'n,LO
bestaande,ASA
rekreasie-invoerpermit,NSE
verval,VTHOO
",",ZM
moet,VTUOM
jy,PTENP
om,SVS
'n,LO
nuwe,ASA
rekreasie-invoerpermit,NSE
aansoek,NSE
doen,VTHOG
.,ZE
,
hulle,PDMP
is,VTHOK
besorg,ASP
oor,SVS
sekere,ASA
verwikkelings,NSM
in,SVS
ons,PEMB
ekonomie,NSE
",",ZM
veral,BS
die,LB
bestendige,ASA
toename,NSE
in,SVS
rentekoerse,NSM
en,KN
kos-,RWD
en,KN
brandstofpryse,NSM
wat,PB
die,LB
veral,BS
die,LB
armes,NSM
nog,BS
armer,BV
maak,VTHOG
.,ZE
,
'n,LO
ontvangserkenning,NSE
word,VTUOP
aan,SVS
jou,PTEDP
gegee,VVHOG
wanneer,PB
jy,PTENP
jou,PTEB
dokumente,NSM
inhandig,VTHSG
.,ZE
,
môre,BS
sal,VTUOM
ons,PEMP
die,LB
laaste,TRAO
eer,NA
aan,SVS
haar,PDVEDP
betoon,VTHOG
wanneer,PB
ons,PEMP
haar,PDVEB
oorskot,NSE
ter,SVS
aarde,NSE
bestel,VTHOO
.,ZE
,
helfte,NSE
van,SVS
die,LB
totale,ASA
belasting,NM
vir,SVS
die,LB
volle,ASA
jaar,NSE
,
die,LB
span,NSE
behoort,VTUOM
verteenwoordigers,NSM
van,SVS
elke,PO
fase,NSE
en,KN
leerarea,NSE
daarin,PB
te,UPI
hê,VTHOG
.,ZE
,
beskrywing,NSE
van,SVS
die,LB
onderaandeel,NSE
of,KN
finansiële,ASA
instrument,NSE
,
'n,LO
handelsnaam,NSE
,
op,SVS
enige,PO
tydstip,NSE
:,ZM
,
die,LB
leerinhoud,NSE
of,KN
vaardighede,NSM
wat,PB
geassesseer,VVHOG
word,VTUOP
;,ZM
,
dui,VTHOG
duidelik,BS
op,SVS
die,LB
tegniese,ASA
vraelys,NSE
aan,UPW
met,SVS
watter,PB
bekende,ASA
variëteite,NSM
die,LB
nuwe,ASA
variëteit,NSE
vergelyk,VTHOG
moet,VTUOM
word,VTUOP
om,SVS
sy,PDHEB
onderskeidende,ASA
eienskappe,NSM
vas,UPW
te,UPI
stel,VTHOG
.,ZE
,
die,LB
regulasies,NSM
van,SVS
die,LB
suid-afrikaanse,ASA
reserwepolisiediens,NSE
bepaal,VTHOG
dat,KO
jy,PTENP
:,ZM
,
'n,LO
registrasiebeampte,NSE
,
minus,BS
die,LB
werknemersbelasting,NM
wat,PB
vir,SVS
die,LB
volle,ASA
jaar,NSE
betaal,VTHOG
is,VVUOP
,
indien,KO
die,LB
boedel,NSE
sonder,SVS
testament,NSE
is,VTHOK
of,KN
,
kaapstad,NEE
tel,RA
:,ZM
0215512050,NEE
of,KN
faks,NSE
:,ZM
0215511378,NEE
,
moet,VTUOM
nie,BS
hierdie,PA
opgawes,NSM
met,SVS
betrekking,NA
tot,SVS
die,LB
volgende,NA
indien,VTHSG
nie,UPO
:,ZM
,
ons,PEMB
demokrasie,NSE
is,VTHOK
gesond,ASP
.,ZE
,
dit,PDOENP
is,VTHOK
die,LB
gebruiker,NSE
se,UPS
plig,NSE
om,SVS
gereeld,BS
hierdie,PA
bepalings,NSM
en,KN
voorwaardes,NSM
vir,SVS
gebruik,NA
op,SVS
hierdie,PA
webwerf,NSE
na,UPW
te,UPI
gaan,VTHOO
om,SVS
te,UPI
kyk,VTHOG
of,KO
veranderings,NSM
of,KN
aanvullings,NSM
aangebring,VVHOG
is,VVUOP
.,ZE
,
wat,PV
gebeur,VTHOO
indien,KO
my,PEEB
man,NSE
met,SVS
'n,LO
ander,ASA
vrou,NSE
wil,VTUOM
trou,VTHOO
?,ZE
,
dien,VTHOG
die,LB
onderstaande,ASA
dokumente,NSM
op,SVS
een,THAB
van,UPD
die,LB
volgende,ASA
maniere,NSM
by,SVS
die,LB
attesteringsafdeling,NSE
in,UPW
:,ZM
,
dit,PDOENP
word,VTUOP
opgevolg,VVHOG
deur,SVS
gepaste,ASA
strategieë,NSM
vir,SVS
ondersteuning,NA
of,KN
tussentrede,NA
.,ZE
,
dit,PDOENP
is,VTHOK
grootliks,BS
te,UPI
danke,VTHOO
aan,SVS
grootskaalse,ASA
verbetering,NSE
in,SVS
toegang,NA
tot,SVS
die,LB
kindersorg-toelae,NSM
",",ZM
wat,PB
vermeerder,VTHOO
het,VUOT
van,SVS
34,RS
000,RS
begunstigdes,NSM
in,SVS
1999,RS
tot,SVS
"8,1",RS
miljoen,THPB
in,SVS
2008,RS
.,ZE
,
tree,VTHOO
met,SVS
die,LB
afdeling,NSE
konsulêre,ASA
dienste,NSM
in,SVS
verbinding,NSE
as,KO
jy,PTENP
hulp,NA
nodig,BS
het,VTHOO
.,ZE
,
jy,PTENP
moet,VTUOM
aan,SVS
die,LB
attesteringsafdeling,NSE
sê,VTHOG
in,SVS
watter,PB
land,NSE
die,LB
dokument,NSE
gebruik,VTHOG
gaan,VTUOM
word,VTUOP
sodat,KO
vasgestel,VVHOG
kan,VTUOM
word,VTUOP
of,KO
'n,LO
apostil-,RWD
of,KN
'n,LO
egtheidsertifikaat,NSE
uitgereik,VVHOG
moet,VTUOM
word,VTUOP
.,ZE
,
al,THAO
hierdie,PA
optredes,NSM
",",ZM
tesame,BS
met,SVS
elektrisiteitsbesparingsmaatreëls,NSM
",",ZM
sal,VTUOM
kragvoorsiening,NA
verbeter,VTHOG
en,KN
die,LB
reserwegrense,NSM
verhoog,VTHOG
.,ZE
,
georganiseerd,ASP
wees,VTHOK
indien,KO
jy,PTENP
as,KO
'n,LO
groep,NSE
aansoek,NSE
doen,VTHOG
",",ZM
en,KN
,
nader,VTHOG
die,LB
departement,NSE
van,SVS
grondsake,NSM
of,KN
jou,PTEB
plaaslike,ASA
landbouvoorligtingsbeampte,NSE
om,SVS
vir,SVS
die,LB
toekenning,NSE
aansoek,NSE
te,UPI
doen,VTHOG
.,ZE
,
kandidaatnatuurwetenskaplike,NSE
(,ZPL
cand.sci.nat.,RA
),ZPR
,
die,LB
applikant,NSE
moet,VTUOM
die,LB
aansoekvorm,NSE
teken,VTHOG
.,ZE
,
wanneer,PV
moet,VTUOM
ek,PEENP
my,PEEB
huwelik,NSE
registreer,VTHOG
?,ZE
,
doen,VTHOG
aansoek,NSE
om,SVS
'n,LO
naam,NSE
te,UPI
reserveer,VTHOG
deur,SVS
vorm,NSE
cm5,RS
voor,UPW
te,UPI
lê,VTHOG
-,ZM
aansoek,NSE
om,SVS
die,LB
reservering,NSE
van,SVS
'n,LO
naam,NSE
.,ZE
,
die,LB
oudit,NSE
van,SVS
grondeienaarskap,NA
sal,VTUOM
ook,BS
bespoedig,VTHOG
word,VTUOP
.,ZE
,
dien,VTHOG
die,LB
getekende,ASA
vorm,NSE
en,KN
'n,LO
portefeulje,NSE
oor,SVS
leer,NA
en,KN
ervaring,NA
",",ZM
wat,PB
die,LB
volgende,NA
bevat,VTHOG
:,ZM
,
kategorie,NSE
d-reservis,NSE
:,ZM
plattelandsesektor-,RWD
en,KN
stedelikesektor-polisiëring,NA
,
regsverydeling,NA
,
verkorte,ASA
dokumente,NSM
of,KN
rekenaardrukstukke,NSM
,
aansoekers,NSM
moet,VTUOM
:,ZM
,
die,LB
huidige,ASA
situasie,NSE
verg,VTHOG
dat,KO
ons,PEMP
onbeplande,ASA
kragonderbrekings,NSM
moet,VTUOM
verminder,VTHOG
",",ZM
en,KN
die,LB
enigste,AOA
manier,NSE
waarop,PB
ons,PEMP
dit,PDOENP
onmiddellik,BS
kan,VTUOM
doen,VTHOG
",",ZM
is,VTHOK
om,SVS
die,LB
aanvraag,NSE
te,UPI
verminder,VTHOG
en,KN
gevolglik,BS
'n,LO
beter,AVA
reserwegrens,NSE
te,UPI
verseker,VTHOG
.,ZE
,
kultureel,ASP
-,ZM
toon,VTHOG
begrip,NSE
en,KN
waardering,NA
vir,SVS
tale,NSM
en,KN
kulture,NSM
",",ZM
asook,KN
vir,SVS
die,LB
erfeniswaarde,NSE
wat,PB
dit,PDOENP
oordra,VTHSG
.,ZE
,
die,LB
kritiese,ASA
vaardighede,NSM
ontwikkel,VTHOG
om,SVS
hierdie,PA
standpunte,NSM
en,KN
die,LB
gepaardgaande,ASA
waardes,NSM
te,UPI
ondersoek,VTHOG
en,KN
",",ZM
indien,KO
nodig,ASP
",",ZM
te,UPI
verwerp,VTHOG
;,ZM
,
persoonlik,BS
-,ZM
dokumente,NSM
wat,PB
persoonlik,BS
ingehandig,VVHOG
is,VVUOP
",",ZM
kan,VTUOM
slegs,BS
met,SVS
'n,LO
ontvangsbewys,NSE
afgehaal,VVHOG
word,VTUOP
.,ZE
,
doen,VTHOG
dit,PDOENP
op,SVS
of,KN
voor,SVS
die,LB
voorgeskrewe,ASA
betaaldatums,NSM
.,ZE
,
die,LB
produk,NSE
se,UPS
registrasiestatus,NSE
elders,BS
(,ZPL
dit,PDOENP
wil,VTUOM
sê,VTHOG
waar,PB
dit,PDOENP
geregistreer,VVHOG
is,VVUOP
),ZPR
,
ten,SVS
einde,NSE
hierdie,PA
proses,NSE
te,UPI
steun,VTHOG
",",ZM
sal,VTUOM
die,LB
departement,NSE
van,SVS
onderwys,NA
beleidsriglyne,NSM
wat,PB
op,SVS
elke,PO
leerareaverklaring,NSE
gebaseer,VVHOG
is,VVUOP
",",ZM
verskaf,VTHOG
.,ZE
,
die,LB
voorlopige,ASA
belasting,NM
wat,PB
betaal,VTHOG
is,VVUOP
",",ZM
sal,VTUOM
verreken,VTHOG
word,VTUOP
teen,SVS
die,LB
finale,ASA
inkomstebelasting,NM
(,ZPL
gewone,ASA
belasting,NM
),ZPR
wat,PB
die,LB
persoon,NSE
vir,SVS
daardie,PA
betrokke,ASA
belastingjaar,NSE
(,ZPL
jaar,NSE
van,SVS
aanslag,NSE
),ZPR
moet,VTUOM
betaal,VTHOG
.,ZE
,
tree,VTHOO
met,SVS
die,LB
kantoor,NSE
vir,SVS
die,LB
registrasie,NSE
van,SVS
maatskappye,NSM
en,KN
intellektuele,ASA
eiendom,NSE
in,SVS
verbinding,NSE
.,ZE
,
die,LB
belastingbetaler,NSE
se,UPS
belastingverwysingsnommer,NSE
,
of,KO
jy,PTENP
die,LB
dokumente,NSM
sal,VTUOM
opstel,VTHSG
en,KN
voorlê,VTHSG
",",VTHOG
en,KN
of,KO
'n,LO
agent,NSE
aangestel,VVHOG
sal,VTUOM
word,VTUOP
om,SVS
dit,PDOENP
te,UPI
doen,VTHOG
.,ZE
,
rente,NM
op,SVS
lopende,ASA
spaarrekeninge,NSM
,
betalings,NSM
aan,SVS
die,LB
said,RL
kan,VTUOM
op,SVS
enigeen,PO
van,SVS
die,LB
volgende,ASA
maniere,NSM
gemaak,VVHOG
word,VTUOP
.,ZE
,
hoofstuk,NSE
1,RS
,
uitlokking,NA
",",ZM
sameswering,NA
of,KN
pogings,NSM
om,SVS
enige,PO
van,UPD
bogenoemde,ASA
misdade,NSM
te,UPI
pleeg,VTHOG
,
ons,PEMP
glo,VTHOG
dat,KO
die,LB
tyd,NM
nou,BS
aangebreek,VVHOO
het,VUOT
om,SVS
binnelandse,ASA
regulasies,NSM
en,KN
oorsigte,NSM
oor,SVS
die,LB
finansiële,ASA
stelsel,NSE
te,UPI
verstewig,VTHOG
",",ZM
maar,KN
ook,BS
dat,KO
strenger,AVA
toesig,NA
oor,SVS
en,KN
optrede,NSE
op,SVS
'n,LO
wêreldwye,ASA
skaal,NSE
onvermydelik,ASP
en,KN
noodsaaklik,ASP
geword,VVHOK
het,VUOT
.,ZE
,
persoonlike,ASA
klagtes,NSM
of,KN
dié,PA
per,SVS
telefoon,NSE
moet,VTUOM
tydens,SVS
besigheidsure,NSM
(,ZPL
tussen,SVS
08:00,RS
en,KN
16:00,RS
),ZPR
ingedien,VVHOG
word,VTUOP
.,ZE
,
kommentaar,NSE
op,SVS
sterk,ASA
punte,NSM
en,KN
areas,NSM
wat,PB
ondersteuning,NA
in,SVS
elke,PO
leerarea,NSE
benodig,VTHOG
;,ZM
,
verduideliking,NSE
van,SVS
die,LB
kodes,NSM
van,SVS
die,LB
nasionale,ASA
koderingstelsel,NSE
.,ZE
,
die,LB
aansoeker,NSE
moet,VTUOM
'n,LO
regspersoon,NSE
wees,VTHOK
",",ZM
byvoorbeeld,BS
johan,NEE
pieters,NEE
burger,NEE
wat,PB
handel,NA
dryf,VTHOG
as,KO
diepsloot-stoetery,NSE
.,ZE
,
ons,PEMP
is,VTHOK
op,SVS
koers,NSE
om,SVS
hierdie,PA
ontmenslikende,ASA
stelsel,NSE
in,SVS
hierdie,PA
gebiede,NSM
teen,SVS
die,LB
einde,NSE
van,SVS
die,LB
jaar,NSE
heeltemal,BS
tot,SVS
'n,LO
einde,NSE
te,UPI
bring,VTHOO
.,ZE
,
direkte,ASA
betrokkenheid,NA
by,SVS
visaktiwiteite,NSM
binne,SVS
die,LB
eksklusiewe,ASA
ekonomiese,ASA
sone,NSE
of,KN
internasionale,ASA
waters,NSM
onder,SVS
die,LB
vlag,NSE
van,SVS
die,LB
rsa,RL
.,ZE
,
krities,ASP
-,ZM
verstaan,VTHOG
die,LB
verband,NSE
tussen,SVS
taal,NSE
",",ZM
mag,NM
en,KN
identiteit,NSE
en,KN
bevraagteken,VTHOG
die,LB
gebruike,NSM
daarvan,PB
waar,PB
nodig,ASP
;,ZM
verstaan,VTHOG
die,LB
dinamiese,ASA
aard,NA
van,SVS
kultuur,NA
;,ZM
weerstaan,VTHOG
",",ZM
waar,PB
nodig,ASP
",",ZM
oorreding,NA
en,KN
posisionering,NA
.,ZE
,
die,LB
webtuiste,NSE
sal,VTUOM
'n,LO
nuwe,ASA
deurblaai-venster,NSE
oopmaak,VTHSG
.,ZE
,
om,SVS
die,LB
werk,NA
van,SVS
'n,LO
span,NSE
akademici,NSM
by,SVS
die,LB
universiteit,NSE
van,SVS
stellenbosch,NEE
",",ZM
gelei,VVHOG
deur,SVS
professor,NSE
servaas,NEE
van,SVS
der,LB
berg,NSE
aan,UPW
te,UPI
haal,VTHOG
:,ZM
,
die,LB
implementering,NA
van,SVS
die,LB
omvattende,ASA
program,NSE
wat,PB
ons,PEMP
daargestel,VVHOG
het,VUOT
om,SVS
die,LB
voorkoms,NA
van,SVS
cholera,NM
in,SVS
verskeie,ASA
dele,NSM
van,SVS
die,LB
land,NSE
te,UPI
elimineer,VTHOG
,
name,NSM
van,SVS
die,LB
ouers,NSM
van,SVS
sowel,KO
die,LB
man,NSE
as,KO
die,LB
vrou,NSE
asook,KN
die,LB
name,NSM
van,SVS
die,LB
tradisionele,ASA
leier(s),NSE
,
ofskoon,KO
die,LB
suid-afrikaanse,ASA
polisiediens,NSE
reeds,BS
die,LB
teiken-indiensnemingsgetal,NSE
van,SVS
152,RS
000,RS
polisiebeamptes,NSM
bereik,VTHOG
en,KN
die,LB
opleidingsprogramme,NSM
verbeter,VTHOG
het,VUOT
",",ZM
erken,VTHOG
ons,PEMP
dat,KO
die,LB
uitwerking,NA
hiervan,PB
nog,BS
nie,BS
groot,ASP
genoeg,BS
is,VTHOK
om,SVS
aan,SVS
almal,PO
'n,LO
sterker,AVA
gevoel,NSE
van,SVS
veiligheid,NA
en,KN
sekuriteit,NA
te,UPI
verleen,VTHOG
nie,UPO
.,ZE
,
ingevolge,SVS
die,LB
wet,NSE
op,SVS
erkenning,NA
van,SVS
gebruiklike,ASA
huwelike,NSM
",",ZM
1998,RS
geniet,VTHOG
die,LB
vrou,NSE
dieselfde,ASA
regte,NSM
en,KN
status,NA
as,KO
die,LB
man,NSE
om,SVS
te,UPI
besluit,VTHOG
oor,SVS
wat,PB
met,SVS
die,LB
eiendom,NSE
gebeur,VTHOO
.,ZE
,
een,THAB
komponent,NSE
hiervan,PB
is,VTHOK
die,LB
assessering,NA
van,SVS
leerderprestasie,NSE
ten,SVS
opsigte,NSM
van,SVS
nasionale,ASA
aanduiders,NSM
.,ZE
,
die,LB
assesseringsraamwerk,NSE
vir,SVS
die,LB
hersiene,ASA
nasionale,ASA
kurrikulumverklaring,NSE
graad,NSE
r-9,RS
(,ZPL
skole,NSM
),ZPR
is,VVUOP
op,SVS
die,LB
beginsels,NSM
van,SVS
uitkomsgebaseerde,ASA
onderwys,NA
gegrond,VVHOG
.,ZE
,
'n,LO
lys,NSE
van,SVS
name,NSM
van,SVS
die,LB
lede,NSM
van,SVS
die,LB
huishouding,NSE
of,KN
groep,NSE
",",ZM
indien,KO
die,LB
voorstel,NSE
namens,SVS
'n,LO
groep,NSE
is,VTHOK
,
'n,LO
spesifieke,ASA
gedeelte,NSE
van,SVS
so,UPV
'n,LO
gedeelde,ASA
woonplek,NSE
te,UPI
betree,VTHOG
;,ZM
,
hulle,PDMP
sluit,VTHOG
brian,NEE
bunting,NEE
",",ZM
billy,NEE
nair,NEE
",",ZM
ncumisa,NEE
kondlo,NEE
",",ZM
john,NEE
gomomo,NEE
",",ZM
joe,NEE
nhlanhla,NEE
",",ZM
cas,NEE
saloojee,NEE
",",ZM
john,NEE
schippers,NEE
en,KN
jan,NEE
van,SVS
eck,NEE
in,UPW
.,ZE
,
verseker,VTHOG
dat,KO
skoolgebaseerde,ASA
assesseringstake,NSM
bevoegdheid,NA
en,KN
prestasie,NSE
behoorlik,BS
assesseer,VTHOG
;,ZM
,
assessering,NA
moet,VTUOM
leerders,NSM
ook,BS
help,VTUOA
om,SVS
hul,PDMB
eie,ASA
prestasie,NSE
te,UPI
evalueer,VTHOG
",",ZM
om,SVS
doelwitte,NSM
vir,SVS
vordering,NA
te,UPI
stel,VTHOG
en,KN
dit,PDOENP
behoort,VTUOM
verdere,ASA
leer,NA
aan,UPW
te,UPI
moedig,VTHOG
.,ZE
,
jy,PTENP
moet,VTUOM
in,SVS
jou,PTEB
aansoek,NSE
aandui,VTHSG
in,SVS
watter,PB
visvangsektor,NSE
en,KN
vir,SVS
hoe,PB
lank,BS
die,LB
vaartuig,NSE
gebruik,VTHOG
gaan,VTUOM
word,VTUOP
.,ZE
,
die,LB
aktiewe,ASA
bestanddeel,NSE
of,KN
bestanddele,NSM
",",ZM
insluitende,SVS
die,LB
konsentrasie(s),NSE
daarvan,PB
,
gebruikers,NSM
met,SVS
gewone,ASA
of,KN
kredietmeters,NSM
sal,VTUOM
nie,BS
so,BS
maklik,BS
kan,VTUOM
sien,VTHOO
wanneer,PB
hulle,PDMP
hulle,PDMB
kwota,NSE
(,ZPL
eenhede,NSM
),ZPR
gratis,ASA
elektrisiteit,NM
opgebruik,VVHOG
het,VUOT
nie,UPO
.,ZE
,
kodes,NSM
vir,SVS
gebruik,NA
vir,SVS
assessering,NA
,
hierdie,PA
hoeveelheid,NSE
mag,VTUOM
van,SVS
munisipaliteit,NSE
tot,SVS
munisipaliteit,NSE
verskil,VTHOO
",",ZM
en,KN
daarom,PB
moet,VTUOM
jy,PTENP
jou,PTEB
munisipaliteit,NSE
kontak,VTHOG
om,SVS
uit,UPW
te,UPI
vind,VTHOG
presies,BS
wat,PB
hulle,PDMB
diens,NSE
van,SVS
gratis,ASA
basiese,ASA
water,NM
behels,VTHOG
.,ZE
,
sodra,KO
daar,UXD
in,SVS
beginsel,NSE
steun,NA
vir,SVS
die,LB
gebruik,NA
van,SVS
'n,LO
buitelandse,ASA
vaartuig,NSE
verleen,VTHOG
is,VVUOP
",",ZM
moet,VTUOM
jy,PTENP
'n,LO
aansoekvorm,NSE
vir,SVS
'n,LO
lisensie,NSE
vir,SVS
'n,LO
buitelandse,ASA
visvaartuig,NSE
by,SVS
jou,PTEB
naaste,AOA
kantoor,NSE
van,SVS
die,LB
departement,NSE
van,SVS
omgewingsake,NSM
en,KN
toerisme,NA
(,ZPL
dea&t-kantoor,NSE
),ZPR
department,RV
of,RV
environmental,RV
affairs,RV
and,RV
tourism,RV
kry,VTHOG
.,ZE
,
dit,PDOENP
stimuleer,VTHOG
verbeeldings-,RWD
en,KN
skeppende,ASA
aktiwiteite,NSM
en,KN
bevorder,VTHOG
sodoende,BS
die,LB
doelwitte,NSM
van,SVS
kuns,NA
en,KN
kultuur,NA
.,ZE
,
leer,VTHOG
hoe,PB
tekste,NSM
'n,LO
bepaalde,ASA
standpunt,NSE
teenoor,SVS
mense,NSM
en,KN
gebeure,NSM
oordra,VTHSG
;,ZM
,
indien,KO
die,LB
hof,NSE
beslis,VTHOO
dat,KO
die,LB
direkteur-generaal,NSE
die,LB
vereniging,NSE
of,KN
voorlopige,ASA
vereniging,NSE
onder,SVS
administrasie,NSE
moet,VTUOM
plaas,VTHOG
",",ZM
sal,VTUOM
hy,PDHENP
of,KN
sy,PDVENP
oor,SVS
die,LB
nodige,ASA
gesag,NA
beskik,VTHOO
om,SVS
die,LB
vereniging,NSE
of,KN
voorlopige,ASA
vereniging,NSE
se,UPS
sake,NSM
ooreenkomstig,SVS
die,LB
voorwaardes,NSM
van,SVS
die,LB
maatskappywet,NSE
",",VTHOG
1973,RS
te,UPI
administreer,VTHOG
.,ZE
,
vra,VTHOG
dat,KO
amptelike,ASA
saadlotnommers,NSM
toegeken,VVHOG
word,VTUOP
.,ZE
,
jy,PTENP
kan,VTUOM
ook,BS
betaal,VTHOO
by,SVS
een,THAB
van,UPD
die,LB
kantore,NSM
van,SVS
die,LB
departement,NSE
van,SVS
landbou,NM
wat,PB
onder,SVS
kontakbesonderhede,NSM
gelys,VVHOG
is,VVUOP
.,ZE
,
alle,THAO
misstowwe,NSM
wat,PB
in,SVS
suid-afrika,NEE
ingevoer,VVHOG
",",VTHOG
vervaardig,VTHOG
",",VTHOG
geproduseer,VVHOG
of,KN
verkoop,VTHOG
word,VTUOP
",",VTHOG
moet,VTUOM
geregistreer,VVHOG
wees,VTUOP
met,SVS
die,LB
registrateur,NSE
van,SVS
wet,NSE
36,RS
van,SVS
1947,RS
.,ZE
,
ons,PEMP
voel,VTHOK
inderdaad,BS
bemoedig,ASP
deur,SVS
die,LB
goeie,ASA
reaksie,NSE
vanuit,SVS
die,LB
privaatsektor,NSE
",",ZM
soos,UPV
gedemonstreer,VVHOO
deur,SVS
die,LB
onderneming,NSE
van,SVS
die,LB
hoof,RWD
uitvoerende,ASA
beamptes,NSM
van,SVS
70,RS
van,SVS
die,LB
maatskappye,NSM
wat,PB
op,SVS
die,LB
johannesburg,NEE
securities,NEE
exchange,NEE
gelys,VVHOG
is,VVUOP
",",ZM
om,SVS
saam,UPW
met,SVS
die,LB
regering,NSE
te,UPI
werk,VTHOO
om,SVS
die,LB
uitdaging,NSE
van,SVS
skaars,ASA
vaardighede,NSM
aan,UPW
te,UPI
spreek,VTHOG
.,ZE
,
ons,PEMP
sal,VTUOM
die,LB
inhiberende,ASA
faktore,NSM
deeglik,BS
in,SVS
oënskou,NA
neem,VTHOG
sodat,KO
ons,PEMP
hierdie,PA
program,NSE
as,KO
'n,LO
saak,NSE
van,SVS
dringendheid,NA
kan,VTUOM
bespoedig,VTHOG
.,ZE
,
